,Chapter Name,Username,Date,Text,Negative,Neutral,Positive,Compound
3123,TEN,squiij,May 07 2019,yum yum grinning face  ,0.0,0.545,0.455,0.3612
3124,TEN,squiij,May 07 2019,ooooh ,0.0,1.0,0.0,0.0
3125,TEN,hellsredsky,May 07 2019,. I would love to be the queen of hell and with a man this fine? Cmon sephone just say yes! ,0.166,0.504,0.331,0.5562
3126,TEN,shiacer,May 05 2019,Truuu ,0.0,1.0,0.0,0.0
3127,TEN,shiacer,May 05 2019,well damn ,0.562,0.0,0.437,-0.1531
3128,TEN,shiacer,May 05 2019,okay -but like marry me- idk ,0.172,0.323,0.505,0.4767
3129,TEN,vagaries,May 04 2019,uh-huh ,0.0,1.0,0.0,0.0
3130,TEN,vagaries,May 04 2019,ugh  just beautiful ,0.364,0.13,0.506,0.2732
3131,TEN,vagaries,May 04 2019,shit okay,0.655,0.0,0.345,-0.4019
3132,TEN,gvylnn,May 03 2019,YES ,0.0,0.0,1.0,0.4019
3133,TEN,gvylnn,May 03 2019,lovelovelove ,0.0,1.0,0.0,0.0
3134,TEN,hiraetherealzz,May 02 2019,HHSJSHSHSHKS ,0.0,1.0,0.0,0.0
3135,TEN,theautumnhallows,May 02 2019,he sure is  smiling face with heart-eyes  ,0.0,0.485,0.515,0.6486
3136,TEN,RubyWings,May 02 2019,Okay  I love the description. I hope to be able to write like this when I write my Hades/Persephone story   black heart  ,0.0,0.566,0.434,0.8885
3137,TEN,RubyWings,May 02 2019,Damn  black heart  ,0.574,0.426,0.0,-0.4019
3138,TEN,RubyWings,May 02 2019,YAY ,0.0,0.0,1.0,0.5267
3139,TEN,reigningdays,May 02 2019,I DIDNT HAVE TIME TO COMMENTTT smiling face with heart-eyes  ,0.0,0.727,0.273,0.4588
3140,TEN,reigningdays,May 02 2019,THIS CHAPTER WAS SO GOOD ,0.0,0.556,0.444,0.4927
3141,TEN,ray_xo,May 02 2019,Facts ,0.0,1.0,0.0,0.0
3142,TEN,ray_xo,May 02 2019,I got goosebumps man ,0.0,1.0,0.0,0.0
3143,TEN,ray_xo,May 02 2019,Bro. I'm sweating cause this one hell of a line ,0.365,0.635,0.0,-0.6808
3144,TEN,ray_xo,May 02 2019,this is so. Fricken. Amazing. Omg. This paragraph got me  beating heart  clapping hands light skin tone  ,0.136,0.679,0.185,0.2682
3145,TEN,DevilsCantGetMe,May 01 2019,Haha haha we talking bout Zeus here right? ,0.0,0.5,0.5,0.7184
3146,TEN,cupidfied,May 01 2019,yessir ,0.0,1.0,0.0,0.0
3147,TEN,cupidfied,May 01 2019,omimgogmgogmogmgkg ,0.0,1.0,0.0,0.0
3148,TEN,Leannea,May 01 2019,love love love this ,0.0,0.074,0.926,0.9274
3149,TEN,kimchiiiee,May 01 2019,I CANT WAIIITT ,0.0,1.0,0.0,0.0
3150,TEN,bitteur,May 01 2019,AGREED ,0.0,0.0,1.0,0.2732
3151,TEN,bitteur,May 01 2019,I LOVE THIS QUOTE ,0.0,0.323,0.677,0.6369
3152,TEN,bitteur,May 01 2019,I'm fanning myself ,0.0,1.0,0.0,0.0
3153,TEN,bitteur,May 01 2019,What is oxygen agdjdjjdkdkd ,0.0,1.0,0.0,0.0
3154,TEN,bitteur,May 01 2019, smiling face with heart-eyes  smiling face with heart-eyes  ,0.0,0.5,0.5,0.7184
3155,TEN,bitteur,May 01 2019,Oh damn ,0.73,0.27,0.0,-0.4019
3156,TEN,bitteur,May 01 2019,She's adorable  face with tears of joy  ,0.147,0.31,0.543,0.7269
3157,TEN,bitteur,May 01 2019,THIS IS SO INTENSE I LOVE IT ,0.0,0.397,0.603,0.7245
3158,TEN,bitteur,May 01 2019,This has already made my day ,0.0,1.0,0.0,0.0
3159,TEN,uninaytion,May 01 2019,IT'S THE MOST BEAUTIFUL THING I EVER SEEN IN MY LIFE  IT'S A WATER MELONE INSIDE A WATER MELONE ,0.0,0.782,0.218,0.6361
3160,TEN,hiddenlikemoon,May 01 2019,HE IS SO HOT. I melted. ,0.0,1.0,0.0,0.0
3161,TEN,hiddenlikemoon,May 01 2019,YES ,0.0,0.0,1.0,0.4019
3162,TEN,hiddenlikemoon,May 01 2019,Damnnnn ,0.0,1.0,0.0,0.0
3163,TEN,hiddenlikemoon,May 01 2019,He is hot. ,0.0,1.0,0.0,0.0
3164,TEN,hiddenlikemoon,May 01 2019,OH MY ,0.0,1.0,0.0,0.0
3165,TEN,hiddenlikemoon,May 01 2019,Hades got points ,0.0,1.0,0.0,0.0
3166,TEN,hiddenlikemoon,May 01 2019,But he did. ,0.0,1.0,0.0,0.0
3167,TEN,hiddenlikemoon,May 01 2019,Absolute gold writing. ,0.0,1.0,0.0,0.0
3168,TEN,solntserises,May 01 2019,Definitely  he is truly enchanting ,0.0,0.349,0.651,0.6808
3169,TEN,solntserises,May 01 2019,Eh  not a fan of muscular guys  but this one worths a shot ,0.129,0.871,0.0,-0.1232
3170,TEN,solntserises,May 01 2019,Call her prey one more time abd she'll tore you apart ,0.0,1.0,0.0,0.0
3171,TEN,solntserises,May 01 2019,I KNEW IT ,0.0,1.0,0.0,0.0
3172,TEN,solntserises,May 01 2019,I love this writing so much ,0.0,0.488,0.512,0.6369
3173,TEN,celinetc,May 01 2019,omy lord.. hades  pistol  ,0.0,1.0,0.0,0.0
3174,TEN,solntserises,May 01 2019,"Ok  ""he purred"" made my cringe ",0.0,0.694,0.306,0.296
3175,TEN,solntserises,May 01 2019,Well  the bitch was surprising  indeed ,0.345,0.273,0.382,-0.1531
3176,TEN,solntserises,May 01 2019,Majestic  truly majestic  like an elven king ,0.0,0.481,0.519,0.6597
3177,TEN,solntserises,May 01 2019,Well  it's like a sort of riddle. I don't like riddles  I could never solve them  but this one is pretty evident Sephone ,0.051,0.585,0.365,0.7937
3178,TEN,gulabjamuns,Aug 19 2018,Polydegmon ,0.0,1.0,0.0,0.0
3179,TEN,gulabjamuns,Aug 19 2018,1. How do you know all that  2. You're not much better with that whole master thing you have going on here  bud ,0.099,0.901,0.0,-0.3412
3180,TEN,gulabjamuns,Aug 19 2018,Me ,0.0,1.0,0.0,0.0
3181,TEN,gulabjamuns,Aug 19 2018,Cute ,0.0,0.0,1.0,0.4588
3182,TEN,gulabjamuns,Aug 19 2018,Son if you wanna make her your wife ... you should  I don't know  maybe ask her first? ,0.0,1.0,0.0,0.0
3183,TEN,gulabjamuns,Aug 19 2018,I love your writing  tired face  ,0.287,0.297,0.416,0.3182
3184,TEN,gulabjamuns,Aug 19 2018,Hey  just a question. Wasn't Persephone called Kore until she met Hades? It was her maiden name  wasn't it?  thinking face  ,0.0,1.0,0.0,0.0
3185,TEN,Meggsntoast,Aug 05 2018,I have goosebumps ,0.0,1.0,0.0,0.0
3186,TEN,underwlds,Jul 19 2018,hades locking women in your room is not how you seduce them ,0.0,1.0,0.0,0.0
3187,TEN,jokershavefeelings,Jul 18 2018,shitt he purred ,0.0,1.0,0.0,0.0
3188,TEN,suga-crush,Jul 16 2018,IM NOT OKAY LIKE I NEED TO SLEEP NOW OOOOOFFFFFF ,0.35,0.65,0.0,-0.4168
3189,TEN,suga-crush,Jul 16 2018,welp he's my death ,0.565,0.435,0.0,-0.5994
3190,TEN,suga-crush,Jul 16 2018,excuse me while i scream ,0.45,0.333,0.217,-0.34
3191,TEN,suga-crush,Jul 16 2018,my death is near ,0.565,0.435,0.0,-0.5994
3192,TEN,suga-crush,Jul 16 2018,im failing the task to breathe ,0.398,0.602,0.0,-0.5106
3193,TEN,suga-crush,Jul 16 2018,oof thank god but like truee ,0.0,0.314,0.686,0.6757
3194,TEN,suga-crush,Jul 16 2018,seventeen ,0.0,1.0,0.0,0.0
3195,TEN,suga-crush,Jul 16 2018,MY FANGIRL FEELS  CANT HANDLE THIS SJSJEJEKD ,0.0,1.0,0.0,0.0
3196,TEN,suga-crush,Jul 16 2018,i mean theres no printer there but faxs ,0.211,0.789,0.0,-0.1531
3197,TEN,suga-crush,Jul 16 2018,master..chef?? ,0.0,1.0,0.0,0.0
3198,TEN,twilightspeaks,Jul 16 2018,He pulled the line in her. ,0.0,1.0,0.0,0.0
3199,TEN,PaintingTheRosesRed,Jul 14 2018,How is your writing so beautiful omg ,0.0,0.546,0.454,0.7177
3200,TEN,goldenskais,Jul 09 2018,I mean he not wrong tho ,0.0,0.61,0.39,0.3724
3201,TEN,Bethabellie,Jul 09 2018,Wouldn't it be funny if he was just normal looking? ,0.211,0.789,0.0,-0.3412
3202,TEN,_lovepenny,Jul 09 2018,Oh  my. ,0.0,1.0,0.0,0.0
3203,TEN,brindalyn,Jul 09 2018,I have never commented on a story until now  one word- PERFECT! ,0.0,0.656,0.344,0.6932
3204,TEN,indiathegrouch,Jul 09 2018,perfect ,0.0,0.0,1.0,0.5719
3205,TEN,indiathegrouch,Jul 09 2018,OH MY. FOR WE HAVE A TRUE KING BEFORE ME ,0.0,0.741,0.259,0.4215
3206,TEN,indiathegrouch,Jul 09 2018,HADES! ,0.0,1.0,0.0,0.0
3207,TEN,indiathegrouch,Jul 09 2018,oh snap Hades speaking nothing but factsssss ,0.0,1.0,0.0,0.0
3208,TEN,indiathegrouch,Jul 09 2018,because this is Hades. he WON'T tolerate any further argument. simple as that ,0.172,0.828,0.0,-0.3612
3209,TEN,indiathegrouch,Jul 09 2018,you must not know your father ,0.0,1.0,0.0,0.0
3210,TEN,ofthestarrysea,Jul 09 2018,Wow. Best book I have ever read. My eyes are blessed ,0.0,0.37,0.63,0.9169
3211,TEN,ofthestarrysea,Jul 09 2018,I am in utter awe ,0.0,1.0,0.0,0.0
3212,TEN,ofthestarrysea,Jul 09 2018,Uhhh ,0.0,1.0,0.0,0.0
3213,TEN,sensationale,Jul 09 2018,I mean ur stuck here anyways so might as well enjoy the company ,0.121,0.543,0.336,0.552
3214,TEN,sensationale,Jul 09 2018,hehehehdhh ,0.0,1.0,0.0,0.0
3215,TEN,beautyinadrop,Jul 08 2018,Eve and her apple ,0.0,1.0,0.0,0.0
3216,TEN,vintagebeats,Jul 08 2018,this is so good! i am in love x ,0.0,0.378,0.622,0.8494
3217,TEN,wicca-mal,Jul 08 2018,Dunno why but i kinda think hades has a British accent with all the 'darling' and 'love' sounds hot. ,0.0,1.0,0.0,0.0
3218,TEN,1-800-BOUJEE,Jul 08 2018,What a guy! He made me weak in the knees. ,0.285,0.715,0.0,-0.4926
3219,TEN,1-800-BOUJEE,Jul 08 2018,AWWWWW ,0.0,1.0,0.0,0.0
3220,TEN,1-800-BOUJEE,Jul 08 2018,God bless this writing style  I'm in utter awe. ,0.0,0.588,0.412,0.5994
3221,TEN,1-800-BOUJEE,Jul 08 2018,She is so adorably quirky ,0.0,0.501,0.499,0.6113
3222,TEN,1-800-BOUJEE,Jul 08 2018,Oh but he did ,0.0,1.0,0.0,0.0
3223,TEN,StarryNightOwls,Jul 08 2018,Aesthetic is forever on fleek! ,0.0,1.0,0.0,0.0
3224,TEN,StarryNightOwls,Jul 08 2018,This is fcuking gold. And goals when writing ,0.0,1.0,0.0,0.0
3225,TEN,sunflowerlies,Jul 08 2018,... ,0.0,1.0,0.0,0.0
3226,TEN,sunflowerlies,Jul 08 2018,I die a little every time I read one of your description ,0.328,0.672,0.0,-0.5994
3227,TEN,callmeidiosyncratic,Jul 08 2018,Omg I'm always so impressed by how detailed you write. The words you use and everything  I'm excited for next chapter.  beaming face with smiling eyes  heart suit  heart suit  beaming face with smiling eyes  heart suit  beaming face with smiling eyes  heart suit  beaming face with smiling eyes  heart suit  heart suit  beaming face with smiling eyes  heart suit  beaming face with smiling eyes  heart suit  beaming face with smiling eyes  heart suit  beaming face with smiling eyes  beaming face with smiling eyes  heart suit  heart suit  beaming face with smiling eyes  beaming face with smiling eyes  beaming face with smiling eyes  heart suit  beaming face with smiling eyes  heart suit  heart suit  heart suit  beaming face with smiling eyes  ,0.0,0.685,0.315,0.9929
3228,TEN,collaterals,Jul 08 2018,I'm melting ,0.0,1.0,0.0,0.0
3229,TEN,collaterals,Jul 08 2018,FUCK YEAH,0.614,0.0,0.386,-0.3182
3230,TEN,collaterals,Jul 08 2018,And he melted ,0.0,1.0,0.0,0.0
3231,TEN,collaterals,Jul 08 2018,You have him ,0.0,1.0,0.0,0.0
3232,TEN,collaterals,Jul 08 2018,Abusive relationship much? ,0.677,0.323,0.0,-0.6369
3233,TEN,collaterals,Jul 08 2018,He would. Your father does not care about anything but power. He just wants to stand all mighty  no matter what it costs ,0.179,0.776,0.045,-0.5368
3234,TEN,riyamcyriac,Jul 08 2018,I CANNNNTTT WAIT AHHH ,0.0,1.0,0.0,0.0
3235,TEN,MISCREANCY,Jul 08 2018,Imagination can never explain his beauty and existence. ,0.305,0.695,0.0,-0.4717
3236,TEN,riyamcyriac,Jul 08 2018,Shiz Shiz she can't decide y that ,0.0,1.0,0.0,0.0
3237,TEN,MISCREANCY,Jul 08 2018,Handsome huh..? ,0.0,0.238,0.762,0.4939
3238,TEN,riyamcyriac,Jul 08 2018,Wow I LOVEEE HER ,0.0,0.345,0.655,0.5859
3239,TEN,riyamcyriac,Jul 08 2018,Poor innocent thing ,0.477,0.154,0.369,-0.1779
3240,TEN,MISCREANCY,Jul 08 2018,And I release the breath I was holding reading this due to the intense feeling. ,0.0,0.797,0.203,0.2023
3241,TEN,MISCREANCY,Jul 08 2018,You do are his prey dear whom he is gonna relish forever. ,0.0,0.809,0.191,0.3818
3242,TEN,collaterals,Jul 08 2018,Smart ;) ,0.0,0.0,1.0,0.5574
3243,TEN,MISCREANCY,Jul 08 2018,Can these descriptions be any better than perfect they are right now  smiling face with heart-eyes  ,0.0,0.575,0.425,0.8625
3244,TEN,MISCREANCY,Jul 08 2018,Can't agree better (+ +) ,0.601,0.399,0.0,-0.5448
3245,TEN,MISCREANCY,Jul 08 2018,That's intense and a bitter truth. ,0.333,0.238,0.429,-0.0516
3246,TEN,reverielles,Jul 08 2018,he sounds SO... *faints* THESE DESCRIPTIONS ,0.0,1.0,0.0,0.0
3247,TEN,morkomelon,Jul 08 2018,I loved this chapter! ,0.0,0.323,0.677,0.636
3248,TEN,reverielles,Jul 08 2018,me waiting for els to write about  hades' physical characteristics ,0.0,1.0,0.0,0.0
3249,TEN,collaterals,Jul 08 2018,The Underworld for you to see ,0.0,1.0,0.0,0.0
3250,TEN,collaterals,Jul 08 2018,You're its queen ,0.0,1.0,0.0,0.0
3251,TEN,reverielles,Jul 08 2018,father does not care about you  sweetie ,0.243,0.462,0.296,0.1461
3252,TEN,reverielles,Jul 08 2018,*whispers in a sexy voice* HADES ,0.0,0.541,0.459,0.5267
3253,TEN,chaotichearts-,Jul 08 2018,Indeed. It would be  smiling face with heart-eyes  ,0.0,0.7,0.3,0.4588
3254,ELEVEN,sinisterserene,Sep 20 2020,THIS IS QUEEN DRESS PEOPLE ,0.0,1.0,0.0,0.0
3255,ELEVEN,lumi150401,Sep 04 2020,Beautiful writing ,0.0,0.204,0.796,0.5994
3256,ELEVEN,livintoday,Aug 03 2020,Wow  beautiful ,0.0,0.0,1.0,0.8271
3257,ELEVEN,livintoday,Aug 03 2020,Yay! ,0.0,0.0,1.0,0.5707
3258,ELEVEN,livintoday,Aug 03 2020,Ahhhh these descriptions! ,0.0,1.0,0.0,0.0
3259,ELEVEN,SilentKiller258,Aug 01 2020,Okay so.....I have a simple question.... HOW??????????? How can you write such a beauty  It's 'GOLD' REAL GOLD ,0.0,0.678,0.322,0.7691
3260,ELEVEN,daisy_nightmares,Jul 17 2020,The queen is coming out ,0.0,1.0,0.0,0.0
3261,ELEVEN,EcclesiawulanGiroth,Jul 09 2020,Something she's never seen eey ⊙﹏⊙ argh curse my dirty mind ,0.416,0.584,0.0,-0.7506
3262,ELEVEN,a_samwinchester,Apr 29 2020,A QUEEN ,0.0,1.0,0.0,0.0
3263,ELEVEN,a_samwinchester,Apr 29 2020,this book is soooooo underrated! I mean look at these descriptions woozy face  ,0.0,1.0,0.0,0.0
3264,ELEVEN,a_samwinchester,Apr 29 2020,oh okay fûck me that writing is STUNNING ,0.0,0.534,0.466,0.6408
3265,ELEVEN,achkilles,Jan 03 2020,getting cog flashbacks.. ,0.0,1.0,0.0,0.0
3266,ELEVEN,isabelalamilla,Dec 18 2019,the descriptions are k i l l i n g  me ,0.0,1.0,0.0,0.0
3267,ELEVEN,LadyThomoson,Oct 12 2019,Am I the only one that read that as her shouting? ,0.0,1.0,0.0,0.0
3268,ELEVEN,venusexual,Sep 26 2019,hmm you like it there with hades  don't you ,0.0,0.762,0.238,0.3612
3269,ELEVEN,Lollipoppurple15,Sep 02 2019,Lol ,0.0,0.0,1.0,0.4215
3270,ELEVEN,burgundoise,Jul 27 2019,Ruby  I think I've just found my wedding dress.   I absolutely  totally loved this chapter! Like I am gasping for air after being pushed into this ocean of beautiful words. The ending  when she finally accepts — it was like that first gulp of air when you break the water. It was a whole experience. Imagine reading this while high on some psychedelic drug. It would be heaven. And your work  Ruby  is heavenly.  red heart  ,0.0,0.733,0.267,0.9728
3271,ELEVEN,moonandstarsishy,Jul 23 2019,Yesssss ,0.0,1.0,0.0,0.0
3272,ELEVEN,moonandstarsishy,Jul 23 2019,Woah! You're writing never ceases to amaze me! ,0.329,0.671,0.0,-0.5321
3273,ELEVEN,StarryyNightmare,Jul 17 2019,I love the emotions in this chapter it really captures and shows Presephone's emotions  she really loves her family and she wants to go back yet she wants things that are forbidden. ,0.072,0.718,0.21,0.7501
3274,ELEVEN,collaterals,Jun 20 2019,Edwina... ,0.0,1.0,0.0,0.0
3275,ELEVEN,-ater-,May 23 2019,Ah yes  I have reserved the first row. Ain't nobody gonna make me miss the action ,0.092,0.751,0.156,0.2732
3276,ELEVEN,-ater-,May 23 2019,I feel like I've read that before thought ,0.0,0.706,0.294,0.3612
3277,ELEVEN,-ater-,May 23 2019,Straight up Queen!!! ,0.0,0.419,0.581,0.4168
3278,ELEVEN,-ater-,May 23 2019,I want thissss ,0.0,0.435,0.565,0.0772
3279,ELEVEN,-ater-,May 23 2019,Shivers down my spine beating heart  ,0.375,0.625,0.0,-0.4588
3280,ELEVEN,-ater-,May 23 2019,Damn right ,0.73,0.27,0.0,-0.4019
3281,ELEVEN,-ater-,May 23 2019,My main man red heart  ,0.0,1.0,0.0,0.0
3282,ELEVEN,stephgalla25,May 17 2019,I can't wait to be blown away by their wedding  smiling face with heart-eyes  ,0.0,0.8,0.2,0.4588
3283,ELEVEN,stephgalla25,May 17 2019,I'm love with this writing style. The descriptions are on point  smiling face with heart-eyes  ,0.0,0.644,0.356,0.802
3284,ELEVEN,vagaries,May 15 2019,SIS!!!! ,0.0,1.0,0.0,0.0
3285,ELEVEN,vagaries,May 15 2019,WOW OK ,0.0,0.0,1.0,0.7184
3286,ELEVEN,_surreality,May 15 2019,the anticipation is reallll ,0.0,0.682,0.318,0.1027
3287,ELEVEN,casejwhite,May 14 2019,I absolutely cannot wait!! I literally love all of your books  red heart  ,0.283,0.717,0.0,-0.6062
3288,ELEVEN,RubyWings,May 13 2019,Hehehe ,0.0,1.0,0.0,0.0
3289,ELEVEN,Kiahni_C,May 13 2019,Everyone deserves a dress like this ,0.0,0.615,0.385,0.3612
3290,ELEVEN,TheIceCreamQueen,May 13 2019,yasssss queen werk it ,0.0,1.0,0.0,0.0
3291,ELEVEN,RainingSun,May 13 2019,Love it! ,0.0,0.182,0.818,0.6696
3292,ELEVEN,sinfulclown,May 13 2019,I- I can't wait omg ,0.0,1.0,0.0,0.0
3293,ELEVEN,sensationale,May 13 2019,sis gon get that DICK tonight ,0.446,0.554,0.0,-0.6166
3294,ELEVEN,bitteur,May 13 2019,I agree ^^ can't wait to be blown away again  red heart  ,0.0,0.8,0.2,0.3612
3295,ELEVEN,bitteur,May 13 2019, loudly crying face  smiling face with heart-eyes  smiling face with heart-eyes  ,0.181,0.468,0.351,0.4404
3296,ELEVEN,bitteur,May 13 2019,WOWOWOWOW ,0.0,1.0,0.0,0.0
3297,ELEVEN,solntserises,May 13 2019,Well  she discovered her inner talent I guess ,0.0,0.505,0.495,0.5994
3298,ELEVEN,solntserises,May 13 2019,Ok  this description left me bloody speechless ,0.287,0.495,0.218,-0.1779
3299,ELEVEN,solntserises,May 13 2019,I would have tried to bithe their heads of ,0.0,1.0,0.0,0.0
3300,ELEVEN,GhostWriterGirl-1,May 13 2019,THAT'S EXCATLY WHAT YOU'LL BE DOING  QUEEN! ,0.0,1.0,0.0,0.0
3301,ELEVEN,Leannea,May 13 2019,this is beautifully written! love it ,0.0,0.328,0.672,0.8478
3302,ELEVEN,GhostWriterGirl-1,May 13 2019,Spectacular description!  smiling face with heart-eyes  smiling face with heart-eyes  ,0.0,0.56,0.44,0.7424
3303,ELEVEN,sunflowerlies,May 13 2019,FoReShAdOwInG!? ,0.0,1.0,0.0,0.0
3304,ELEVEN,sunflowerlies,May 13 2019,Wowwww ,0.0,1.0,0.0,0.0
3305,ELEVEN,GhostWriterGirl-1,May 13 2019,He's not wrong there ,0.0,0.54,0.46,0.3724
3306,ELEVEN,ray_xo,May 13 2019,This story has my heart loudly crying face  red heart  ,0.256,0.744,0.0,-0.4767
3307,ELEVEN,ray_xo,May 13 2019,Ugh ,1.0,0.0,0.0,-0.4215
3308,ELEVEN,ray_xo,May 13 2019,I AM SO EXCITED OMGGGGGG ,0.0,0.527,0.473,0.4005
3309,ELEVEN,uninaytion,May 13 2019,Dang ,0.0,1.0,0.0,0.0
3310,ELEVEN,squiij,May 13 2019,ahhhhh red heart  red heart  ,0.0,1.0,0.0,0.0
3311,ELEVEN,J_Jade06,May 13 2019,Amazing  smiling face with heart-eyes  ,0.0,0.306,0.694,0.7783
3312,ELEVEN,squiij,May 13 2019,You write so welll red heart  ,0.0,1.0,0.0,0.0
3313,ELEVEN,squiij,May 13 2019,I love this!!! ,0.0,0.165,0.835,0.7249
3314,ELEVEN,hiddenlikemoon,May 13 2019,I am so excited for it  this was a wonderful chapter. ,0.0,0.523,0.477,0.7501
3315,ELEVEN,ray_xo,May 13 2019,How do you write so beautifully? My word ,0.0,0.596,0.404,0.6948
3316,ELEVEN,hiddenlikemoon,May 13 2019,Its going to fall for hades ,0.0,1.0,0.0,0.0
3317,ELEVEN,hiddenlikemoon,May 13 2019,THATS IT. THATS WHATS GOING TO HAPPEN LOVE ,0.0,0.625,0.375,0.6369
3318,ELEVEN,hiddenlikemoon,May 13 2019,Wow wow ,0.0,0.0,1.0,0.8225
3319,ELEVEN,hiddenlikemoon,May 13 2019,This is us lmaoo ,0.0,1.0,0.0,0.0
3320,ELEVEN,hiddenlikemoon,May 13 2019,This is a beautiful description ,0.0,0.435,0.565,0.5994
3321,ELEVEN,hiddenlikemoon,May 13 2019,Soon enough  you wouldn't be wanting to leave. ,0.146,0.854,0.0,-0.0516
3322,ELEVEN,ESJohnson,May 13 2019,DARN IT  CHILD  THAT'S WHAT YOU'LL BE DOING ,0.0,1.0,0.0,0.0
3323,ELEVEN,ESJohnson,May 13 2019,oh yes ,0.0,0.27,0.73,0.4019
3324,ELEVEN,hiddenlikemoon,May 13 2019,He has a point. ,0.0,1.0,0.0,0.0
3325,ELEVEN,hiddenlikemoon,May 13 2019,My goodness. ,0.0,0.25,0.75,0.4588
3326,ELEVEN,hiddenlikemoon,May 13 2019,THANK YOU. ,0.0,0.286,0.714,0.3612
3327,ELEVEN,J_Jade06,May 13 2019,These comments were all made last year and I got a notification saying this chapter was updated 2 minutes ago! What in hell is going on???  face with tears of joy  face with tears of joy  ,0.206,0.625,0.17,0.2575
3328,ELEVEN,ray_xo,May 13 2019,I get so excited every time I see you update omg ,0.0,0.748,0.252,0.4005
3329,ELEVEN,gulabjamuns,Aug 31 2018,My mum waking me up for school  unamused face  ,0.0,1.0,0.0,0.0
3330,ELEVEN,jokershavefeelings,Aug 31 2018,Can I be there like please? ,0.0,0.385,0.615,0.5859
3331,ELEVEN,themrsnakebite,Aug 29 2018,"Teacher  ""you're in risk of failing"" ",0.574,0.426,0.0,-0.6597
3332,ELEVEN,themrsnakebite,Aug 29 2018,I'm so ready to read another amazing description ,0.0,0.476,0.524,0.7645
3333,ELEVEN,riyamcyriac,Aug 18 2018,Mani love your descriptions they make my heart smile ,0.0,0.511,0.489,0.7717
3334,ELEVEN,riyamcyriac,Aug 18 2018,Yessssss you killlled this end ,0.0,1.0,0.0,0.0
3335,ELEVEN,PaintingTheRosesRed,Aug 13 2018, smiling face with heart-eyes  smiling face with heart-eyes  ,0.0,0.5,0.5,0.7184
3336,ELEVEN,reverielles,Aug 13 2018,HADES  smiling face with heart-eyes  ,0.0,0.571,0.429,0.4588
3337,ELEVEN,reverielles,Aug 13 2018,THEY'RE DOLLING YOU UP FOR HADES I'M SO EXCITED!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ,0.0,1.0,0.0,0.0
3338,ELEVEN,reverielles,Aug 13 2018,I LOVE THESE DESCRIPTIONS ,0.0,0.323,0.677,0.6369
3339,ELEVEN,reverielles,Aug 13 2018,I JUMPED TOO! I THOUGHT—nvm ,0.0,1.0,0.0,0.0
3340,ELEVEN,reverielles,Aug 13 2018,such an innovative way to describe marble!! ,0.0,0.633,0.367,0.5399
3341,ELEVEN,sensationale,Aug 13 2018,IM SO HAPPY UR UPDATING THIS STORY AHHHH ,0.0,0.637,0.363,0.6115
3342,ELEVEN,sensationale,Aug 13 2018,which is exactly what you'll be doing dear ,0.0,0.729,0.271,0.3818
3343,ELEVEN,-ater-,Aug 13 2018,Ayyyyy!!!! UPDATE!!!! ,0.0,1.0,0.0,0.0
3344,ELEVEN,indiathegrouch,Aug 13 2018,of course you're ready. you have to be ,0.0,0.737,0.263,0.3612
3345,ELEVEN,indiathegrouch,Aug 12 2018,YAYYYBFJRNDVJSK ,0.0,1.0,0.0,0.0
3346,ELEVEN,edaxnyx,Aug 12 2018,You've just made my day with this update! ,0.0,1.0,0.0,0.0
3347,ELEVEN,kimchiiiee,Aug 12 2018,FINALLYYYYYYYQNJAHAHAQY ,0.0,1.0,0.0,0.0
3348,ELEVEN,beautyinadrop,Aug 12 2018,Aww i really liked the other book cover. ,0.0,0.66,0.34,0.4754
3349,ELEVEN,collaterals,Aug 12 2018,Yes ,0.0,0.0,1.0,0.4019
3350,ELEVEN,collaterals,Aug 12 2018,If you do  you'll never leave ,0.0,0.813,0.187,0.0382
3351,ELEVEN,sierradeat,Aug 12 2018,i'm waiting for crown of glass to update right now ,0.0,1.0,0.0,0.0
3352,TWELVE,aristartle,Oct 29 2020,FINALLY ,0.0,1.0,0.0,0.0
3353,TWELVE,sinisterserene,Sep 20 2020,Dear lord bless this writing ,0.0,0.357,0.643,0.6597
3354,TWELVE,havenXXXx456,Sep 01 2020,I think y'all r missing the point^^^^^^ rolling on the floor laughing  rolling on the floor laughing  face with tears of joy  rolling on the floor laughing  rolling on the floor laughing  ,0.094,0.526,0.38,0.926
3355,TWELVE,Lollipoppurple15,Aug 14 2020,Absolutely stunning ,0.0,0.257,0.743,0.4391
3356,TWELVE,Lollipoppurple15,Aug 13 2020,Getting some serious mother vibes ,0.245,0.755,0.0,-0.0772
3357,TWELVE,livintoday,Aug 03 2020,Well damn ,0.562,0.0,0.437,-0.1531
3358,TWELVE,livintoday,Aug 03 2020,Ooooh lala ,0.0,1.0,0.0,0.0
3359,TWELVE,livintoday,Aug 03 2020,Lust ,0.0,1.0,0.0,0.0
3360,TWELVE,livintoday,Aug 03 2020,Oh poor baby ,0.608,0.392,0.0,-0.4767
3361,TWELVE,livintoday,Aug 03 2020,He is no father  ew ,0.355,0.645,0.0,-0.296
3362,TWELVE,livintoday,Aug 03 2020,She barely had a say so far.  ( ,0.0,1.0,0.0,0.0
3363,TWELVE,Madge1509,Aug 02 2020,I- what? ,0.0,1.0,0.0,0.0
